Recency,Frequency,Monetary
23,3,505.93
13,9,104.58
22,4,1105.96
7,5,138.55
50,4,100.9
7,6,994.17
3,3,283.2
18,2,567.25
33,6,1227.61
18,11,649.53
10,5,1626.5
25,5,933.95
13,9,364.26
82,7,2120.49
77,2,876.44
21,4,946.01
12,3,392.33
41,5,439.64
2,2,511.55
20,2,944.36
13,1,730.4
76,6,183.43
1,4,1463.07
25,3,378.72
41,4,2102.95
20,3,2240.87
3,5,723.41
108,6,821.53
22,4,1263.03
29,4,849.6
9,3,639.94
20,2,661.04
17,5,823.46
3,5,222.87
4,3,425.87
55,4,994.6
9,3,573.36
7,6,308.73
22,4,629.73
44,8,1753.37
2,7,2133.49
26,3,1825.85
4,4,1201.09
2,7,1237.68
2,8,406.69
54,4,498.88
4,5,285.48
2,6,1273.44
18,6,952.37
56,5,739.35
10,4,1053.54
17,8,161.01
2,8,301.4
18,6,1007.29
26,5,572.16
26,4,557.8
13,5,425.82
12,1,1202.25
4,3,534.35
14,6,237.67
4,1,647.77
44,6,1239.99
102,7,1614.34
106,6,1529.38
61,5,128.59
28,6,1069.48
37,3,861.97
11,7,668.85
30,6,1301.04
19,3,776.26
20,6,843.57
43,5,388.42
10,5,1710.62
12,8,1178.05
78,4,499.34
2,7,1365.4
20,12,235.17
74,5,518.24
29,3,386.14
24,6,1039.33
9,5,574.5
13,5,185.37
58,9,375.05
25,6,319.67
22,4,560.34
4,5,286.21
1,7,450.7
100,6,246.63
15,9,1185.85
28,6,1838.54
3,8,2983.12
35,4,890.95
81,4,388.3
26,4,861.72
5,4,2069.98
27,3,683.63
44,6,1390.85
16,6,97.31
64,4,965.31
32,6,215.34
69,3,1973.92
30,7,1332.49
5,6,1317.51
12,4,305.61
7,5,745.04
72,2,318.41
43,3,1050.44
34,5,461.87
11,7,852.93
7,4,878.62
43,6,1130.5
20,3,683.35
8,8,1009.46
29,5,735.81
2,3,276.54
12,5,1022.96
19,7,999.82
5,4,240.86
126,4,307.93
8,6,415.46
5,4,629.31
7,3,373.93
44,6,678.58
17,3,505.21
26,9,2028.08
1,2,1045.08
2,2,1257.7
18,6,296.13
51,5,744.32
65,6,644.98
3,4,365.93
24,3,808.03
74,5,1192.59
15,6,443.57
54,7,1185.99
5,5,440.82
83,3,2053.81
42,6,1012.5
86,6,1450.03
34,3,298.71
14,6,244.45
84,6,832.89
10,3,548.25
13,5,890.42
37,4,365.05
44,2,965.52
80,6,1630.24
7,2,623.93
48,4,287.78
41,7,1178.13
2,6,672.94
15,4,329.39
10,4,1344.6
11,1,1095.68
123,8,757.51
31,6,153.33
38,5,521.96
113,5,730.0
15,5,812.9
49,6,293.99
18,6,640.28
62,4,444.9
6,8,315.75
89,6,1517.76
8,5,365.92
12,9,2855.73
43,5,834.27
16,2,567.29
29,3,869.85
18,7,901.06
41,3,892.18
8,6,150.55
2,4,992.23
11,5,762.1
20,2,884.83
6,5,532.93
14,4,1282.67
16,5,1495.85
2,5,332.2
27,3,503.07
65,3,2017.39
5,4,1211.46
28,3,607.75
33,5,663.02
17,8,592.65
37,4,450.02
16,6,889.9
22,5,586.58
1,6,1684.94
36,4,479.41
33,6,1067.34
2,4,1692.19
14,3,1486.24
116,4,629.25
17,3,666.75
21,4,451.72
73,8,502.34
38,5,1207.41
27,2,1594.43
48,6,470.55
60,5,408.53
19,2,1365.43
20,2,921.29
15,6,335.3
103,6,288.03
36,5,327.6
3,1,396.18
60,3,1080.73
20,6,694.15
3,5,1816.83
24,11,457.26
17,2,688.27
64,2,1280.28
7,7,369.61
53,5,344.99
25,4,279.3
2,4,875.73
108,5,417.2
22,3,665.47
11,5,400.55
20,7,2067.55
59,4,346.72
11,4,1065.52
7,7,625.69
5,8,770.32
11,6,1538.28
46,2,1542.63
20,8,469.36
8,3,831.23
6,8,432.2
13,5,1483.53
85,2,91.83
13,3,716.73
133,6,700.43
20,4,323.3
6,5,1369.65
67,8,118.21
19,7,475.23
38,5,564.88
124,6,1287.79
2,5,2162.09
4,3,1166.86
39,4,831.92
10,5,1936.31
7,7,306.72
2,4,1258.7
1,9,369.81
45,4,674.01
5,6,1089.66
19,3,947.66
28,8,475.84
17,3,281.84
1,6,1177.75
46,7,498.78
1,5,1056.18
44,1,1219.7
68,4,2209.33
18,5,328.67
24,4,526.04
20,5,867.55
15,2,2352.83
66,3,248.5
68,6,743.38
13,4,1160.61
29,4,396.78
79,6,359.54
99,4,2180.69
22,3,1102.74
19,7,493.39
10,8,371.64
96,4,2925.49
5,5,1269.67
27,9,371.95
10,6,2735.51
10,2,1500.85
16,5,1151.73
202,5,1510.18
2,6,2589.34
26,5,1025.78
3,3,338.11
6,5,722.91
18,3,1134.16
22,4,452.32
9,5,425.99
12,4,960.98
3,8,613.95
11,6,1433.71
102,6,811.22
87,8,206.53
13,7,2344.16
26,6,629.18
73,11,734.39
1,6,592.85
50,4,394.22
89,3,1044.88
3,2,981.31
6,6,1841.56
98,10,344.45
24,4,659.22
1,6,375.32
9,6,324.0
18,4,546.93
36,8,385.13
40,3,765.22
162,10,637.78
11,7,567.23
24,4,1194.15
23,1,1030.8
16,10,1557.86
6,8,699.88
114,5,297.62
58,2,1549.82
21,6,1032.71
28,6,400.01
8,3,301.74
24,6,331.49
36,6,782.09
22,6,2128.34
140,3,527.54
29,3,1016.09
14,6,803.98
45,7,705.21
6,5,542.17
15,2,689.21
13,4,904.72
17,5,751.32
46,7,1148.79
20,4,1310.64
48,5,617.73
26,11,1112.6
13,4,1480.1
50,3,635.86
9,11,1146.62
8,8,921.97
22,5,1749.19
10,5,1219.16
1,6,355.63
32,5,372.88
22,2,566.95
18,7,732.81
103,5,406.53
26,5,668.87
60,3,1525.07
5,3,1524.84
26,3,716.91
61,7,449.42
27,2,1105.64
38,8,1552.21
14,4,1018.97
3,3,796.41
19,5,1206.22
16,11,520.2
61,4,1490.55
9,5,601.2
103,7,506.35
96,6,1998.9
9,5,493.14
13,4,584.96
68,5,1213.98
102,5,228.93
18,6,1414.98
12,4,2430.16
23,4,651.66
35,6,437.89
10,4,484.91
41,6,614.44
2,5,1572.69
2,2,1330.13
15,5,1019.34
14,8,772.34
12,5,346.69
21,4,811.08
12,9,339.63
7,5,483.37
12,9,778.22
111,3,865.18
16,10,1178.74
18,2,1128.88
26,4,2126.14
123,2,500.11
9,5,1154.7
35,7,1009.32
38,5,1059.55
29,7,1539.56
3,6,1012.09
34,2,677.32
2,4,1119.2
28,5,563.52
41,4,517.95
8,5,316.74
56,1,1804.09
1,4,2507.05
56,6,1201.72
19,4,280.62
8,2,859.93
5,6,889.45
92,6,1100.72
3,3,524.91
7,4,830.05
13,6,1194.76
30,6,1020.46
24,3,1069.84
5,4,703.8
11,4,528.84
9,4,1387.21
8,4,110.23
16,4,1902.69
37,5,645.74
8,6,862.81
14,6,800.3
15,4,2147.36
113,3,582.86
93,10,2127.62
49,2,1097.79
9,6,1649.38
3,3,1406.83
12,2,554.77
10,4,151.32
22,4,567.12
46,4,101.36
59,5,708.8
56,3,1894.68
14,4,330.05
35,7,805.17
12,5,703.79
2,4,1752.56
37,8,129.16
1,5,1557.28
16,6,223.74
12,5,1098.43
36,2,670.94
44,3,518.76
11,5,819.39
51,9,485.52
11,9,694.76
18,4,1989.24
39,3,392.06
36,3,214.99
132,3,411.94
8,7,690.98
33,4,686.26
29,7,477.53
74,3,1388.73
6,5,1634.93
42,5,407.44
26,5,460.91
10,5,535.14
20,5,1094.22
13,4,253.29
26,8,909.75
66,3,596.61
26,3,459.09
30,3,1843.04
22,4,456.69
2,3,518.59
8,6,1962.07
21,3,771.34
12,3,1806.03
7,9,1275.63
22,8,378.33
12,7,747.64
9,2,945.91
19,4,1844.67
5,4,425.61
79,6,1145.69
61,3,4003.85
37,4,541.06
4,3,847.26
45,7,796.16
50,6,1181.87
44,8,767.46
4,2,869.51
31,3,908.12
54,7,331.33
26,7,1842.71
32,2,803.6
19,3,217.94
23,6,1892.55
2,3,943.18
31,4,702.0
3,5,1151.96
18,5,595.28
11,7,2030.57
24,2,317.68
5,9,1829.31
36,3,742.97
48,8,1821.01
6,5,1126.79
4,5,651.72
5,2,421.71
63,4,247.28
23,7,504.31
19,8,1699.05
4,7,2235.45
32,9,854.31
61,5,135.67
53,3,479.58
30,3,236.59
3,7,1274.1
4,6,590.21
2,6,643.37
9,8,541.96
5,3,592.68
10,2,250.66
15,3,301.59
86,7,873.62
29,10,714.01
55,5,482.35
38,7,2461.95
4,3,1157.87
40,5,432.08
10,4,514.76
31,2,660.6
13,6,1030.25
182,4,472.62
10,3,764.9
10,4,1652.09
81,6,713.03
1,2,611.62
36,3,411.41
39,1,1236.26
55,2,897.39
111,3,402.75
112,5,900.95
3,7,1113.06
52,4,1353.09
32,3,776.84
32,7,570.77
5,3,1491.56
32,6,1365.84
122,9,1273.21
73,4,845.75
18,5,1101.26
2,5,3086.84
14,7,832.14
53,5,618.9
37,7,981.95
19,6,1231.7
2,5,421.0
17,8,1131.29
19,10,649.61
80,7,2356.83
31,5,321.17
12,4,1432.78
23,5,2932.33
3,6,288.36
108,4,1759.89
14,6,526.75
20,3,206.66
14,6,456.35
35,4,1218.47
33,3,1147.73
38,1,715.96
10,5,288.73
12,7,241.85
5,4,865.96
32,4,327.38
2,5,559.83
28,6,299.8
62,3,1057.1
67,2,418.32
18,3,1649.29
19,10,378.43
3,5,1039.04
34,2,113.71
52,6,1927.87
9,4,1470.93
17,3,1477.61
55,6,1140.73
63,6,1040.03
9,2,865.81
24,4,406.75
7,8,208.9
4,9,708.0
73,5,473.97
52,6,372.81
43,5,928.27
2,2,1184.6
56,8,862.29
18,4,194.66
13,5,1827.21
24,4,261.31
3,5,208.47
43,7,928.56
27,6,727.51
7,5,686.33
7,5,767.29
7,3,774.4
2,7,393.5
27,6,663.68
56,7,410.76
1,9,507.62
2,4,918.7
26,8,377.22
52,5,494.65
12,6,225.34
13,4,640.32
28,5,1131.44
10,6,309.99
1,10,475.3
40,5,238.75
30,7,558.28
27,5,613.46
41,6,905.69
34,5,766.93
7,6,1514.53
14,4,208.87
5,3,315.94
5,4,135.96
34,6,324.91
59,2,1344.93
99,3,1590.71
30,5,934.17
7,6,481.85
4,2,693.62
51,3,811.88
26,5,703.42
29,2,406.49
46,7,379.41
37,4,419.3
54,9,397.94
2,5,1333.15
42,4,920.96
58,5,1285.59
11,5,691.12
31,5,978.52
12,7,964.85
96,6,709.22
2,4,731.98
27,4,924.04
6,6,829.3
38,7,1928.18
6,5,540.72
9,7,694.95
21,7,678.86
74,4,687.92
8,5,1597.92
5,7,329.81
43,3,1459.59
21,3,508.55
73,5,3283.47
5,4,348.51
32,6,652.68
8,5,364.02
6,6,2575.36
35,6,467.82
28,6,924.59
43,5,559.29
12,7,720.25
18,6,1365.79
16,4,143.19
125,5,217.89
11,3,734.46
11,3,876.91
14,5,927.7
25,3,1558.43
9,8,1218.7
75,6,74.13
10,6,126.92
68,5,250.13
4,7,432.58
33,4,648.75
72,3,761.12
6,3,405.13
104,5,1309.53
19,5,344.12
88,3,2314.64
34,8,810.11
11,4,1587.32
7,6,566.87
11,4,819.27
3,4,660.3
5,5,192.81
4,9,786.6
17,3,251.8
48,4,606.67
5,8,655.66
5,3,2481.78
31,6,1222.61
7,4,699.2
4,5,845.99
6,4,1247.22
78,5,1134.01
52,5,748.29
14,1,472.59
32,4,1161.14
24,6,177.97
34,4,999.08
35,5,2440.79
30,7,443.26
10,3,418.47
2,2,669.98
19,8,3395.55
67,4,170.65
26,5,1070.02
54,6,313.95
144,4,270.76
6,3,913.67
36,7,1331.73
34,7,814.73
118,6,98.27
128,4,238.42
35,4,775.5
9,1,1655.24
49,5,844.53
4,6,84.98
46,10,1845.18
73,3,994.94
15,4,648.55
30,7,695.13
17,7,217.43
18,5,1146.65
12,9,1221.81
44,6,1562.23
83,8,1170.27
85,6,2160.54
6,7,1236.6
63,6,1229.27
41,3,331.33
9,2,238.76
3,6,818.9
10,1,744.68
73,2,122.71
31,2,749.11
39,5,1625.8
9,3,1385.87
39,2,2590.87
1,4,1171.13
15,9,1715.05
30,6,1481.76
5,5,1809.32
52,3,489.57
9,4,317.52
32,6,2141.61
16,6,275.35
28,2,586.39
4,5,589.25
1,2,711.73
73,8,619.49
10,5,769.62
52,2,1000.14
221,2,936.9
8,8,132.2
10,2,520.29
33,5,634.83
101,10,1757.49
75,4,188.68
21,6,1336.53
48,4,1219.46
5,2,865.77
114,6,887.27
101,5,522.31
6,8,582.2
11,4,1222.68
4,5,391.89
10,9,831.24
51,4,469.71
15,6,1036.61
3,10,637.76
13,5,322.24
120,8,1310.71
30,5,363.82
17,6,797.38
6,6,2029.31
129,2,1258.69
52,6,818.07
10,5,521.11
3,5,2421.35
2,7,797.28
4,4,820.41
27,4,865.3
80,8,392.55
21,4,734.02
56,5,728.39
18,3,471.69
37,6,1536.26
40,7,1647.72
6,3,632.15
14,6,1682.24
31,4,970.14
3,5,550.07
14,7,1279.3
23,1,222.16
168,4,833.34
20,5,1672.73
51,7,407.22
17,5,306.0
48,4,768.64
28,6,738.3
66,4,291.48
16,5,88.93
28,2,123.26
30,6,1733.85
17,4,119.68
5,3,1484.66
3,5,257.35
1,5,479.93
63,5,336.16
9,2,433.62
8,3,1349.03
40,9,394.14
12,3,1267.64
22,10,502.64
6,3,731.79
97,2,269.68
58,2,1027.13
60,3,1227.69
16,7,838.44
44,3,479.44
5,6,617.56
1,1,390.13
1,5,263.94
27,5,961.17
19,7,384.72
22,5,914.28
1,4,1108.51
17,4,663.62
38,2,1559.26
18,6,789.35
40,5,794.11
8,2,379.78
51,2,1082.65
27,10,2165.68
8,6,390.82
9,2,421.29
30,4,1106.11
54,2,742.03
17,8,954.73
9,4,706.15
61,6,2511.01
34,5,347.36
18,7,1307.03
21,7,556.43
7,5,594.87
30,4,623.89
14,4,1343.28
164,6,1613.52
20,4,320.71
20,4,254.63
26,4,621.27
75,1,1288.18
49,3,409.6
18,8,694.94
39,5,252.14
27,2,431.19
21,3,1021.22
7,5,290.69
19,6,230.39
9,2,997.11
74,6,866.39
13,5,580.23
92,5,959.59
23,8,1030.17
30,2,464.37
24,7,232.56
5,4,938.23
15,4,264.6
4,3,1643.1
30,10,834.7
18,8,1157.72
46,7,623.25
8,5,514.95
6,4,1606.52
16,3,871.21
79,8,1240.5
38,5,1568.28
17,6,1317.5
22,5,2490.07
3,4,1158.33
126,9,315.11
33,4,569.67
11,4,908.26
27,7,320.26
4,6,969.64
102,6,625.07
6,6,544.46
32,3,2080.23
9,6,1221.45
38,4,902.07
45,6,1061.95
34,8,312.14
29,4,1996.47
67,5,1005.67
3,8,488.54
13,5,849.81
9,6,1646.87
133,3,1252.02
15,3,949.72
40,2,1331.21
35,9,531.97
8,5,1209.13
9,6,257.25
10,4,653.25
16,7,1031.23
9,5,1285.97
1,2,314.18
64,5,823.62
102,4,805.54
13,4,125.92
13,8,1026.14
1,4,430.61
35,4,615.74
53,6,933.98
5,9,644.52
6,6,283.02
47,1,470.19
29,9,967.25
2,8,358.97
30,5,933.95
12,5,878.95
14,3,641.46
45,8,1135.16
50,3,1350.94
16,7,589.3
89,4,509.13
16,4,548.07
45,7,761.16
20,5,1006.82
69,2,2167.17
72,7,390.96
3,6,301.56
83,10,294.23
53,7,684.17
48,4,666.48
7,2,564.84
50,5,1575.52
57,4,1554.17
11,8,1264.61
92,5,585.72
2,4,900.26
5,4,1151.37
24,4,2197.5
26,12,705.29
32,7,791.86
1,6,462.9
97,3,1628.62
2,4,1635.62
5,10,774.64
1,6,289.49
26,7,524.88
81,7,2007.91
33,6,358.27
52,3,911.54
1,4,1066.21
24,2,279.74
19,4,352.62
21,4,823.06
3,6,926.79
35,4,517.62
21,6,777.68
44,5,1393.43
20,4,2192.67
5,1,144.39
32,3,1572.7
6,6,353.87
62,4,799.09
29,5,1223.24
6,5,165.53
99,3,433.59
22,5,1048.16
3,5,579.95
30,1,609.18
9,2,300.62
49,4,334.85
52,4,380.59
116,1,1295.83
21,3,661.19
19,6,240.31
43,3,1115.32
5,2,1325.38
24,4,151.28
24,4,1485.55
3,6,280.13
17,6,1306.22
58,6,1078.67
59,3,514.75
4,5,143.15
3,10,996.73
10,3,694.22
63,3,1253.43
5,4,767.97
39,3,675.2
4,5,913.56
30,9,724.37
14,5,1561.57
47,3,602.23
8,3,1318.55
31,4,1017.44
9,7,830.78
38,5,176.57
63,4,653.54
5,3,262.97
61,2,475.64
28,2,451.07
5,5,1342.33
17,4,734.4
6,8,1434.39
37,9,249.19
43,4,619.26
4,6,2464.69
22,6,864.55
51,2,417.43
83,4,322.33
22,5,1137.5
91,5,657.35
24,2,1336.67
16,4,203.14
57,6,64.68
21,3,558.72
20,4,662.24
21,5,235.91
57,4,1435.52
54,5,976.64
16,7,1367.31
13,4,1375.47
21,6,265.07
26,6,863.19
9,3,1071.15
48,4,1331.89
20,5,1820.38
13,6,1655.43
4,4,272.89
9,5,739.42
90,6,605.08
11,9,395.58
6,3,531.12
19,2,1762.56
12,4,861.65
2,6,122.56
12,6,181.6
24,3,580.26
25,6,2282.17
14,8,257.53
18,6,1306.96
102,4,778.42
15,8,1115.3
9,3,1159.82
9,4,2198.21
19,3,1239.69
43,4,613.16
7,6,472.79
38,3,1860.49
1,3,538.49
17,3,887.93
45,6,228.34
13,6,250.29
25,3,745.45
7,8,250.53
41,8,855.31
2,4,246.44
58,7,1265.07
7,5,552.55
63,5,1140.45
14,10,1114.43
39,8,1051.81
12,6,918.57
71,4,899.39
5,7,583.89
6,5,681.61
21,2,1862.03
3,4,1328.26
7,2,684.77
87,3,369.03
113,6,353.7
15,10,832.16
78,5,1291.2
24,4,1101.09
10,5,4566.87
37,6,274.05
33,5,394.89
136,7,1490.8
10,5,479.75
34,4,514.48
2,8,2271.75
4,6,1154.06
1,3,1059.88
226,5,164.86
49,4,823.3
47,3,424.28
22,7,479.91
11,4,1785.45
5,3,360.44
11,4,696.1
15,6,845.66
43,6,550.95
24,8,348.59
3,4,804.83
1,1,804.56
4,4,987.97
16,1,1287.88
82,6,421.58
31,5,325.27
49,6,752.58
19,8,355.74
14,6,1171.21
4,10,615.69
63,4,1708.65
46,3,440.0
6,4,812.96
22,8,518.73
21,2,278.57
30,9,526.2
88,5,419.0
27,2,346.59
24,6,194.21
2,5,1271.15
2,3,546.01
7,8,4518.9
1,7,957.87
41,4,350.69
39,7,684.99
5,5,567.98
55,10,533.94
6,5,883.64
11,4,637.49
9,2,919.82
14,4,517.62
9,5,279.05
21,5,761.29
16,3,483.7
130,4,1446.74
2,4,721.71
5,2,257.48
2,5,304.34
30,2,1107.52
2,9,184.1
55,3,1554.45
22,6,178.82
23,2,562.51
25,5,2094.58
6,5,1073.91
7,5,959.88
12,4,294.09
28,4,1904.57
8,6,977.32
4,8,2065.27
106,8,357.39
1,6,480.64
49,7,277.82
47,3,441.36
11,2,458.64
5,6,1231.91
5,4,610.9
36,7,1002.68
31,2,886.32
46,6,236.64
84,4,920.73
36,5,968.97
6,6,907.7
9,4,602.66
56,4,2035.42
8,4,1395.01
3,6,338.29
37,6,2134.98
16,3,721.21
76,5,590.85
32,6,312.78
3,12,685.81
89,5,1098.42
9,1,568.11
13,6,1064.52
16,5,1855.03
2,2,1750.29
21,10,643.58
4,1,952.84
16,8,724.4
13,3,1214.15
45,6,1055.94
49,3,640.82
5,4,859.43
14,5,958.9
15,4,1765.26
5,5,714.87
49,6,1135.95
37,3,607.58
7,6,842.61
14,9,658.25
4,5,365.7
30,6,236.89
4,5,563.7
128,4,648.28
46,6,939.75
15,6,1269.08
26,4,415.33
73,4,554.82
25,8,1103.63
6,4,751.21
15,7,360.98
56,3,810.66
32,5,380.75
32,4,1068.74
61,3,2057.09
68,6,1120.86
76,4,1566.62
3,2,268.07
24,4,866.48
41,4,1110.08
43,3,251.35
28,6,851.75
6,2,870.05
48,6,240.47
39,4,743.19
3,4,947.28
19,6,1117.25
6,3,291.98
13,7,163.36
1,5,857.39
16,7,580.83
24,3,1575.45
29,7,2528.14
33,5,1167.37
55,12,1907.99
8,9,479.8
4,5,1144.91
58,4,441.33
6,4,1225.88
111,5,987.94
56,3,1267.27
21,4,355.2
120,4,1126.25
4,4,1503.51
11,2,956.54
31,8,851.15
13,8,509.76
80,6,3367.22
3,5,839.54
24,2,780.38
27,4,726.5
32,4,556.09
9,5,1163.26
14,4,1302.62
56,4,1186.67
7,4,2398.21
53,2,326.17
25,9,764.99
44,6,194.52
38,7,705.96
7,9,1223.32
26,3,354.71
61,6,260.82
17,6,238.68
102,2,239.31
19,5,1334.39
5,8,305.86
15,6,1255.27
91,4,614.06
12,6,395.34
61,3,867.9
64,3,692.66
13,6,494.13
3,5,177.52
39,5,439.85
12,5,557.32
46,2,716.53
18,10,761.32
20,3,446.89
46,6,899.56
15,6,1117.55
18,3,1800.05
15,3,1272.42
14,4,215.4
23,6,1310.29
50,12,1713.34
14,7,1999.8
23,4,286.46
34,5,629.71
10,4,209.68
10,5,625.29
82,2,406.42
39,4,803.58
26,4,1143.48
32,3,655.42
1,4,2607.07
29,6,1068.66
22,3,1061.23
24,4,1122.48
14,8,246.02
3,4,1145.46
7,6,421.7
91,3,1018.16
16,3,740.34
19,7,653.48
2,4,419.44
2,8,566.4
38,3,680.96
24,6,460.58
22,3,169.99
9,8,1164.74
41,5,452.57
6,5,569.02
7,5,652.95
19,7,2035.57
11,7,1215.98
9,7,129.28
32,9,1407.09
32,6,190.92
53,6,897.23
17,7,983.69
3,4,311.17
10,7,414.43
118,5,492.23
28,5,446.29
38,6,256.86
1,5,1041.45
22,6,272.6
2,4,551.75
26,4,487.06
77,6,505.76
104,4,602.63
24,5,695.25
19,6,60.9
88,4,298.96
34,4,1443.86
3,4,1102.81
19,6,124.26
9,3,358.37
20,6,627.21
19,2,295.07
27,4,639.68
14,4,327.0
6,5,1350.19
22,5,1167.17
54,5,1773.02
33,5,1079.22
13,6,955.89
83,7,307.07
73,6,408.09
8,9,1005.71
2,3,488.77
41,3,1132.69
53,2,225.6
104,3,743.94
67,4,658.14
28,4,379.12
23,3,702.63
1,9,296.65
9,7,643.67
19,2,210.48
30,5,416.69
25,3,1465.45
41,8,1440.83
10,6,610.89
25,4,808.83
3,3,1678.82
17,4,583.35
42,5,239.68
36,4,891.11
141,4,510.12
10,7,1618.86
21,5,367.17
12,7,437.46
18,4,768.55
59,8,1469.12
35,5,1123.28
65,7,778.45
7,2,1076.56
62,6,2097.67
2,7,655.89
66,11,267.96
12,5,764.62
12,10,1623.26
22,4,362.31
85,8,301.23
2,3,1280.42
14,6,302.99
59,4,917.52
16,5,631.95
7,8,1068.24
17,4,1310.98
15,9,365.47
75,4,309.13
44,2,1384.37
22,5,932.47
134,5,481.71
19,4,117.76
2,5,233.33
10,5,882.72
18,5,604.86
6,3,1383.85
89,3,1347.7
44,4,464.84
10,2,791.74
27,4,1207.23
39,5,520.98
86,6,1419.98
65,5,1674.91
22,7,962.57
45,3,482.73
25,3,1729.61
25,4,663.17
4,6,383.96
5,4,390.63
23,8,519.3
10,6,1450.87
1,4,760.94
39,8,864.72
1,6,1271.95
28,3,322.0
24,7,783.78
105,5,491.27
20,7,163.51
2,3,950.34
25,7,1021.26
56,5,950.73
173,7,1529.13
17,3,1401.69
12,6,748.65
72,6,428.66
7,5,1282.2
29,8,1707.4
16,4,710.1
2,6,1193.74
13,7,1058.36
10,8,1006.93
35,3,384.14
90,1,532.57
10,5,1136.7
51,4,632.88
2,5,1171.35
24,5,721.42
3,6,716.55
82,2,357.88
44,7,1870.91
33,4,1067.81
53,2,2558.18
32,4,1448.17
105,2,607.35
38,7,481.25
78,4,1627.28
22,5,254.38
4,9,972.88
23,6,1028.04
5,7,1052.25
27,4,1538.76
20,4,858.53
30,3,1062.86
1,4,1556.75
7,5,345.22
21,2,282.54
91,7,1490.09
15,5,484.46
17,3,1131.67
38,6,2630.72
28,8,1484.76
11,4,128.18
16,1,1644.23
8,2,350.93
102,3,1366.56
5,3,964.39
14,8,2294.22
1,2,348.55
8,5,255.21
46,4,871.95
7,6,392.63
3,1,1027.41
20,6,491.69
1,3,449.23
3,3,149.89
50,4,445.13
45,5,852.47
75,4,773.53
58,5,657.75
35,7,541.52
2,5,1113.0
46,6,182.34
57,6,1154.07
49,8,2040.79
22,6,966.37
8,5,108.1
56,5,607.1
39,7,939.84
119,5,102.42
6,4,1108.39
8,7,2471.59
8,8,113.49
48,6,768.85
7,8,3181.33
3,4,222.54
197,4,972.78
1,6,1218.0
55,4,517.92
14,8,1353.47
56,5,2348.89
25,5,867.14
70,5,970.6
79,6,878.64
1,3,937.83
3,3,523.29
9,6,1132.55
34,6,816.0
66,3,562.57
19,4,388.39
29,8,658.75
7,5,250.62
50,3,1823.08
103,4,1661.45
10,8,583.96
21,4,404.08
3,9,853.97
25,4,679.07
21,5,181.58
5,7,1087.05
18,2,1371.56
13,4,940.26
23,3,447.16
27,7,1098.67
1,3,730.74
43,7,1743.47
38,6,1639.1
14,3,816.89
2,2,1676.24
43,3,403.48
94,4,864.93
9,7,1714.76
12,3,1476.23
7,6,1318.2
26,6,875.37
6,5,1456.73
14,3,1514.71
36,1,746.51
25,4,669.52
15,6,1420.09
17,3,793.54
25,7,472.96
1,5,685.6
3,5,1104.27
64,9,3094.08
3,5,446.07
37,9,393.84
76,8,1064.22
10,5,947.55
14,5,1043.58
26,5,2001.86
65,4,1155.08
86,7,367.66
41,3,227.6
3,4,973.2
34,5,595.0
16,7,1220.28
20,5,669.58
2,4,1058.12
7,2,595.18
47,4,2170.27
19,5,356.28
11,5,407.54
15,3,647.83
58,6,1015.28
42,7,2819.92
10,5,1710.74
4,5,337.28
9,4,1379.0
77,4,337.52
27,3,328.3
23,4,941.69
28,5,421.11
14,4,1270.37
50,6,372.25
23,8,594.35
4,6,474.31
5,2,813.68
24,3,489.26
83,1,306.94
12,3,1047.1
62,6,848.19
44,6,1061.04
9,2,191.24
2,3,826.99
4,4,1626.29
40,2,1802.38
7,4,737.31
14,2,327.84
21,6,325.35
39,7,516.48
4,8,1176.69
16,2,277.05
20,4,1087.55
24,6,1038.1
52,5,644.98
6,4,661.62
50,5,1095.2
36,1,1044.69
25,5,430.28
37,7,675.01
16,8,625.36
5,5,785.61
33,4,274.64
23,8,848.13
31,2,668.27
13,8,415.81
72,4,549.23
27,3,642.59
3,6,595.99
18,6,511.69
43,4,557.09
48,2,1594.54
21,3,685.99
68,11,360.09
10,4,1763.51
16,5,1078.75
69,5,1068.95
68,2,478.82
35,5,990.47
59,6,554.99
3,8,451.02
61,7,2498.49
12,2,307.0
6,4,516.21
9,3,463.64
17,3,1208.06
9,4,1838.71
12,9,772.71
5,3,844.95
11,5,204.84
26,3,739.45
18,2,710.45
13,6,658.04
42,8,1523.35
68,4,1007.41
43,6,738.73
13,4,673.75
41,5,439.62
5,3,510.67
5,6,2610.57
13,2,2988.47
50,5,248.96
9,7,992.89
2,3,723.24
5,6,245.71
59,3,1970.09
31,2,1347.71
9,6,1412.64
25,5,518.73
23,6,728.67
32,7,85.41
8,5,943.34
60,4,1886.89
12,3,302.35
36,5,297.54
1,10,2238.09
14,9,484.46
14,8,178.7
24,4,162.85
3,2,555.45
47,6,190.77
8,5,1227.06
34,5,513.48
49,4,1689.02
25,7,1353.67
41,6,758.53
33,3,1113.96
14,3,357.17
50,3,758.14
11,7,202.95
26,6,1017.3
42,3,1301.74
15,4,682.98
11,4,2108.23
19,4,577.17
52,4,894.71
80,6,492.05
24,4,179.43
33,5,1120.33
71,6,2027.46
4,7,1489.12
8,8,981.28
38,7,356.98
53,9,1646.87
59,6,849.68
17,5,212.2
3,6,435.46
18,3,814.43
8,9,408.57
11,5,1067.16
45,5,263.03
3,3,2559.28
53,8,758.41
17,8,330.85
